fixture_id_player,season,home_team,away_team
2021181,2020-21,Fulham,Chelsea
2021207,2020-21,West Brom,Fulham
2021211,2020-21,Fulham,Leicester
2021160,2020-21,Burnley,Fulham
2021250,2020-21,Crystal Palace,Fulham
2021321,2020-21,Fulham,Spurs
2021263,2020-21,Liverpool,Fulham
2021272,2020-21,Fulham,Man City
2021282,2020-21,Fulham,Leeds
2021290,2020-21,Aston Villa,Fulham
2021302,2020-21,Fulham,Wolves
2021309,2020-21,Arsenal,Fulham
2021331,2020-21,Chelsea,Fulham
2021341,2020-21,Fulham,Burnley
2021357,2020-21,Southampton,Fulham
2021371,2020-21,Fulham,Newcastle
2122340,2021-22,Norwich,Newcastle
2122207,2021-22,Leicester,Norwich
2122370,2021-22,Wolves,Norwich
2122380,2021-22,Norwich,Spurs
212225,2021-22,Newcastle,Southampton
212245,2021-22,Man City,Southampton
212259,2021-22,Southampton,Wolves
212263,2021-22,Chelsea,Southampton
212279,2021-22,Southampton,Leeds
212299,2021-22,Watford,Southampton
2122117,2021-22,Norwich,Southampton
2122128,2021-22,Liverpool,Southampton
2122139,2021-22,Southampton,Leicester
2122165,2021-22,Crystal Palace,Southampton
2122199,2021-22,Southampton,Spurs
2122176,2021-22,Southampton,Brentford
2122220,2021-22,Wolves,Southampton
2122229,2021-22,Southampton,Man City
2122240,2021-22,Spurs,Southampton
2122269,2021-22,Southampton,Norwich
2122209,2021-22,Southampton,Newcastle
2122289,2021-22,Southampton,Watford
2122305,2021-22,Leeds,Southampton
2122319,2021-22,Southampton,Chelsea
2122346,2021-22,Southampton,Crystal Palace
2122352,2021-22,Brentford,Southampton
2122366,2021-22,Southampton,Liverpool
2122377,2021-22,Leicester,Southampton
22238,2022-23,Spurs,Southampton
222319,2022-23,Southampton,Leeds
222326,2022-23,Leicester,Southampton
222350,2022-23,Southampton,Chelsea
222360,2022-23,Wolves,Southampton
222371,2022-23,Aston Villa,Southampton
222397,2022-23,Man City,Southampton
2223112,2022-23,Bournemouth,Southampton
2223135,2022-23,Crystal Palace,Southampton
2223147,2022-23,Southampton,Newcastle
2223154,2022-23,Liverpool,Southampton
2223170,2022-23,Southampton,Brighton
2223173,2022-23,Fulham,Southampton
2223190,2022-23,Southampton,Nott'm Forest
2223209,2022-23,Southampton,Aston Villa
2223229,2022-23,Southampton,Wolves
2223234,2022-23,Chelsea,Southampton
2223245,2022-23,Leeds,Southampton
2223259,2022-23,Southampton,Leicester
2223279,2022-23,Southampton,Spurs
2223298,2022-23,Southampton,Man City
2223307,2022-23,Southampton,Crystal Palace
2223330,2022-23,Southampton,Bournemouth
2223340,2022-23,Newcastle,Southampton
2223347,2022-23,Nott'm Forest,Southampton
2223360,2022-23,Southampton,Fulham
2223362,2022-23,Brighton,Southampton
2223380,2022-23,Southampton,Liverpool
20213,2020-21,Liverpool,Leeds
202133,2020-21,Leeds,Man City
202142,2020-21,Leeds,Wolves
202150,2020-21,Aston Villa,Leeds
202162,2020-21,Leeds,Leicester
202172,2020-21,Crystal Palace,Leeds
202182,2020-21,Leeds,Arsenal
2021102,2020-21,Chelsea,Leeds
2021122,2020-21,Leeds,Newcastle
2021142,2020-21,Leeds,Burnley
2021158,2020-21,West Brom,Leeds
2021167,2020-21,Spurs,Leeds
2021196,2020-21,Newcastle,Leeds
2021204,2020-21,Leicester,Leeds
2021222,2020-21,Leeds,Crystal Palace
2021229,2020-21,Arsenal,Leeds
2021248,2020-21,Wolves,Leeds
2021172,2020-21,Leeds,Southampton
2021252,2020-21,Leeds,Aston Villa
2021273,2020-21,Leeds,Chelsea
2021304,2020-21,Man City,Leeds
2021313,2020-21,Leeds,Liverpool
2021342,2020-21,Leeds,Spurs
2021350,2020-21,Burnley,Leeds
2021366,2020-21,Southampton,Leeds
2021372,2020-21,Leeds,West Brom
212236,2021-22,Leeds,Liverpool
212246,2021-22,Newcastle,Leeds
212265,2021-22,Leeds,Watford
212287,2021-22,Leeds,Wolves
212297,2021-22,Norwich,Leeds
2122107,2021-22,Leeds,Leicester
2122118,2021-22,Spurs,Leeds
2122133,2021-22,Leeds,Crystal Palace
2122143,2021-22,Leeds,Brentford
2122155,2021-22,Chelsea,Leeds
2122170,2021-22,Man City,Leeds
2122226,2021-22,Leeds,Newcastle
2122184,2021-22,Liverpool,Leeds
2122267,2021-22,Leeds,Spurs
2122273,2021-22,Leicester,Leeds
2122287,2021-22,Leeds,Norwich
2122300,2021-22,Wolves,Leeds
2122320,2021-22,Watford,Leeds
2122336,2021-22,Crystal Palace,Leeds
2122343,2021-22,Leeds,Man City
2122323,2021-22,Leeds,Chelsea
2122372,2021-22,Brentford,Leeds
22235,2022-23,Leeds,Wolves
222325,2022-23,Leeds,Chelsea
222334,2022-23,Brighton,Leeds
222385,2022-23,Leeds,Aston Villa
222395,2022-23,Crystal Palace,Leeds
2223117,2022-23,Leicester,Leeds
2223124,2022-23,Leeds,Fulham
2223138,2022-23,Liverpool,Leeds
2223144,2022-23,Leeds,Bournemouth
2223158,2022-23,Spurs,Leeds
2223167,2022-23,Leeds,Man City
2223176,2022-23,Newcastle,Leeds
2223191,2022-23,Aston Villa,Leeds
2223218,2022-23,Nott'm Forest,Leeds
2223255,2022-23,Chelsea,Leeds
2223265,2022-23,Leeds,Brighton
2223280,2022-23,Wolves,Leeds
222365,2022-23,Leeds,Nott'm Forest
2223294,2022-23,Leeds,Crystal Palace
2223304,2022-23,Leeds,Liverpool
2223316,2022-23,Fulham,Leeds
2223323,2022-23,Leeds,Leicester
2223332,2022-23,Bournemouth,Leeds
2223345,2022-23,Man City,Leeds
2223357,2022-23,Leeds,Newcastle
2223377,2022-23,Leeds,Spurs
21227,2021-22,Norwich,Liverpool
212216,2021-22,Man City,Norwich
212226,2021-22,Norwich,Leicester
212247,2021-22,Norwich,Watford
212284,2021-22,Chelsea,Norwich
2122102,2021-22,Brentford,Norwich
2122130,2021-22,Norwich,Wolves
2122138,2021-22,Newcastle,Norwich
2122147,2021-22,Spurs,Norwich
2122194,2021-22,Crystal Palace,Norwich
2122230,2021-22,Watford,Norwich
2122234,2021-22,Norwich,Crystal Palace
2122248,2021-22,Norwich,Man City
2122256,2021-22,Liverpool,Norwich
2122277,2021-22,Norwich,Brentford
2122297,2021-22,Norwich,Chelsea
222314,2022-23,Brighton,Newcastle
222344,2022-23,Fulham,Brighton
222353,2022-23,Brighton,Leicester
222387,2022-23,Liverpool,Brighton
222393,2022-23,Brighton,Spurs
2223114,2022-23,Brighton,Nott'm Forest
2223125,2022-23,Man City,Brighton
2223134,2022-23,Brighton,Chelsea
2223150,2022-23,Wolves,Brighton
2223152,2022-23,Brighton,Aston Villa
2223193,2022-23,Brighton,Liverpool
2223206,2022-23,Leicester,Brighton
2223213,2022-23,Brighton,Bournemouth
2223223,2022-23,Crystal Palace,Brighton
2223233,2022-23,Brighton,Fulham
222373,2022-23,Brighton,Crystal Palace
222362,2022-23,Bournemouth,Brighton
2223299,2022-23,Spurs,Brighton
2223302,2022-23,Chelsea,Brighton
2223324,2022-23,Nott'm Forest,Brighton
2223334,2022-23,Brighton,Wolves
2223248,2022-23,Newcastle,Brighton
2223314,2022-23,Brighton,Man City
2223372,2022-23,Aston Villa,Brighton
212227,2021-22,Spurs,Watford
212240,2021-22,Watford,Wolves
212260,2021-22,Watford,Newcastle
212280,2021-22,Watford,Liverpool
2122127,2021-22,Leicester,Watford
2122135,2021-22,Watford,Chelsea
2122148,2021-22,Watford,Man City
2122152,2021-22,Brentford,Watford
2122210,2021-22,Watford,Spurs
2122216,2021-22,Newcastle,Watford
2122178,2021-22,Watford,Crystal Palace
2122190,2021-22,Wolves,Watford
2122306,2021-22,Liverpool,Watford
2122328,2021-22,Watford,Brentford
2122339,2021-22,Man City,Watford
2122356,2021-22,Crystal Palace,Watford
2122368,2021-22,Watford,Leicester
2122375,2021-22,Chelsea,Watford
22232,2022-23,Bournemouth,Aston Villa
222317,2022-23,Man City,Bournemouth
222336,2022-23,Liverpool,Bournemouth
222342,2022-23,Bournemouth,Wolves
222358,2022-23,Nott'm Forest,Bournemouth
222377,2022-23,Newcastle,Bournemouth
222392,2022-23,Bournemouth,Leicester
2223103,2022-23,Fulham,Bournemouth
2223132,2022-23,Bournemouth,Spurs
2223164,2022-23,Chelsea,Bournemouth
2223171,2022-23,Bournemouth,Crystal Palace
2223202,2022-23,Bournemouth,Nott'm Forest
2223222,2022-23,Bournemouth,Newcastle
2223240,2022-23,Wolves,Bournemouth
2223241,2022-23,Bournemouth,Man City
2223261,2022-23,Bournemouth,Liverpool
2223272,2022-23,Aston Villa,Bournemouth
2223282,2022-23,Bournemouth,Fulham
2223295,2022-23,Leicester,Bournemouth
2223308,2022-23,Spurs,Bournemouth
2223341,2022-23,Bournemouth,Chelsea
2223355,2022-23,Crystal Palace,Bournemouth
202118,2020-21,Wolves,Man City
202158,2020-21,Wolves,Newcastle
202168,2020-21,Wolves,Crystal Palace
202174,2020-21,Leicester,Wolves
202188,2020-21,Wolves,Southampton
202189,2020-21,Arsenal,Wolves
2021103,2020-21,Liverpool,Wolves
2021118,2020-21,Wolves,Aston Villa
2021126,2020-21,Wolves,Chelsea
2021130,2020-21,Burnley,Wolves
2021148,2020-21,Wolves,Spurs
2021188,2020-21,Wolves,West Brom
2021194,2020-21,Chelsea,Wolves
2021202,2020-21,Crystal Palace,Wolves
2021215,2020-21,Wolves,Arsenal
2021228,2020-21,Wolves,Leicester
2021236,2020-21,Southampton,Wolves
2021255,2020-21,Newcastle,Wolves
2021284,2020-21,Man City,Wolves
2021259,2020-21,Aston Villa,Wolves
2021278,2020-21,Wolves,Liverpool
2021328,2020-21,Wolves,Burnley
2021338,2020-21,West Brom,Wolves
2021358,2020-21,Spurs,Wolves
21225,2021-22,Leicester,Wolves
212217,2021-22,Wolves,Spurs
212250,2021-22,Wolves,Brentford
212270,2021-22,Wolves,Newcastle
2122105,2021-22,Crystal Palace,Wolves
2122150,2021-22,Wolves,Liverpool
2122159,2021-22,Man City,Wolves
2122180,2021-22,Wolves,Chelsea
2122222,2021-22,Brentford,Wolves
2122249,2021-22,Spurs,Wolves
2122260,2021-22,Wolves,Leicester
2122280,2021-22,Wolves,Crystal Palace
2122317,2021-22,Newcastle,Wolves
2122355,2021-22,Chelsea,Wolves
2122330,2021-22,Wolves,Man City
2122378,2021-22,Liverpool,Wolves
222320,2022-23,Wolves,Fulham
222329,2022-23,Spurs,Wolves
222340,2022-23,Wolves,Newcastle
222380,2022-23,Wolves,Man City
222394,2022-23,Chelsea,Wolves
2223110,2022-23,Wolves,Nott'm Forest
2223115,2022-23,Crystal Palace,Wolves
2223130,2022-23,Wolves,Leicester
2223182,2022-23,Aston Villa,Wolves
2223208,2022-23,Man City,Wolves
2223220,2022-23,Wolves,Liverpool
2223244,2022-23,Fulham,Wolves
222367,2022-23,Liverpool,Wolves
2223260,2022-23,Wolves,Spurs
2223268,2022-23,Newcastle,Wolves
2223289,2022-23,Nott'm Forest,Wolves
2223300,2022-23,Wolves,Chelsea
2223317,2022-23,Leicester,Wolves
2223327,2022-23,Wolves,Crystal Palace
2223350,2022-23,Wolves,Aston Villa
212237,2021-22,Leicester,Man City
212264,2021-22,Crystal Palace,Leicester
212282,2021-22,Brentford,Leicester
2122113,2021-22,Leicester,Chelsea
2122157,2021-22,Leicester,Newcastle
2122185,2021-22,Man City,Leicester
2122197,2021-22,Leicester,Liverpool
2122166,2021-22,Leicester,Spurs
2122237,2021-22,Liverpool,Leicester
2122293,2021-22,Leicester,Brentford
2122315,2021-22,Leicester,Crystal Palace
2122325,2021-22,Newcastle,Leicester
2122347,2021-22,Spurs,Leicester
2122264,2021-22,Chelsea,Leicester
20215,2020-21,West Brom,Leicester
202114,2020-21,Leicester,Burnley
202124,2020-21,Man City,Leicester
202143,2020-21,Leicester,Aston Villa
202149,2020-21,Arsenal,Leicester
202183,2020-21,Liverpool,Leicester
2021137,2020-21,Spurs,Leicester
2021152,2020-21,Crystal Palace,Leicester
2021165,2020-21,Newcastle,Leicester
2021183,2020-21,Leicester,Southampton
2021173,2020-21,Leicester,Chelsea
2021234,2020-21,Leicester,Liverpool
2021240,2020-21,Aston Villa,Leicester
2021253,2020-21,Leicester,Arsenal
2021280,2020-21,Burnley,Leicester
2021294,2020-21,Leicester,Man City
2021314,2020-21,Leicester,West Brom
2021323,2020-21,Leicester,Crystal Palace
2021336,2020-21,Southampton,Leicester
2021343,2020-21,Leicester,Newcastle
2021361,2020-21,Chelsea,Leicester
2021373,2020-21,Leicester,Spurs
202144,2020-21,Man City,Arsenal
202175,2020-21,Man City,Liverpool
202187,2020-21,Spurs,Man City
202195,2020-21,Man City,Burnley
2021128,2020-21,Man City,West Brom
2021136,2020-21,Southampton,Man City
2021145,2020-21,Man City,Newcastle
2021161,2020-21,Chelsea,Man City
2021185,2020-21,Man City,Crystal Palace
2021380,2020-21,Man City,Aston Villa
2021193,2020-21,West Brom,Man City
2021210,2020-21,Burnley,Man City
2021223,2020-21,Liverpool,Man City
2021235,2020-21,Man City,Spurs
2021239,2020-21,Arsenal,Man City
2021325,2020-21,Man City,Southampton
2021310,2020-21,Aston Villa,Man City
2021332,2020-21,Crystal Palace,Man City
2021345,2020-21,Man City,Chelsea
2021356,2020-21,Newcastle,Man City
202111,2020-21,Chelsea,Liverpool
202123,2020-21,Liverpool,Arsenal
202130,2020-21,Aston Villa,Liverpool
2021127,2020-21,Liverpool,Spurs
2021132,2020-21,Crystal Palace,Liverpool
2021144,2020-21,Liverpool,West Brom
2021155,2020-21,Newcastle,Liverpool
2021166,2020-21,Southampton,Liverpool
2021177,2020-21,Liverpool,Burnley
2021198,2020-21,Spurs,Liverpool
2021283,2020-21,Liverpool,Chelsea
2021289,2020-21,Arsenal,Liverpool
2021303,2020-21,Liverpool,Aston Villa
2021324,2020-21,Liverpool,Newcastle
2021344,2020-21,Liverpool,Southampton
2021353,2020-21,West Brom,Liverpool
2021360,2020-21,Burnley,Liverpool
2021374,2020-21,Liverpool,Crystal Palace
212215,2021-22,Liverpool,Burnley
212223,2021-22,Liverpool,Chelsea
212244,2021-22,Liverpool,Crystal Palace
212252,2021-22,Brentford,Liverpool
212266,2021-22,Liverpool,Man City
2122169,2021-22,Liverpool,Newcastle
2122177,2021-22,Spurs,Liverpool
2122203,2021-22,Chelsea,Liverpool
2122214,2021-22,Liverpool,Brentford
2122224,2021-22,Crystal Palace,Liverpool
2122316,2021-22,Man City,Liverpool
2122345,2021-22,Newcastle,Liverpool
2122358,2021-22,Liverpool,Spurs
22234,2022-23,Fulham,Liverpool
222316,2022-23,Liverpool,Crystal Palace
222348,2022-23,Liverpool,Newcastle
2223106,2022-23,Liverpool,Man City
2223126,2022-23,Nott'm Forest,Liverpool
2223148,2022-23,Spurs,Liverpool
2223162,2022-23,Aston Villa,Liverpool
2223174,2022-23,Liverpool,Leicester
2223207,2022-23,Liverpool,Chelsea
2223237,2022-23,Newcastle,Liverpool
2223242,2022-23,Crystal Palace,Liverpool
2223287,2022-23,Man City,Liverpool
222374,2022-23,Chelsea,Liverpool
2223318,2022-23,Liverpool,Nott'm Forest
2223338,2022-23,Liverpool,Spurs
2223276,2022-23,Liverpool,Fulham
2223358,2022-23,Leicester,Liverpool
2223364,2022-23,Liverpool,Aston Villa
202159,2020-21,Aston Villa,Southampton
202169,2020-21,Arsenal,Aston Villa
2021120,2020-21,Aston Villa,Burnley
2021138,2020-21,West Brom,Aston Villa
2021140,2020-21,Aston Villa,Crystal Palace
2021151,2020-21,Chelsea,Aston Villa
202199,2020-21,Aston Villa,Newcastle
2021190,2020-21,Burnley,Aston Villa
2021206,2020-21,Southampton,Aston Villa
2021219,2020-21,Aston Villa,Arsenal
2021276,2020-21,Newcastle,Aston Villa
2021170,2020-21,Aston Villa,Spurs
2021320,2020-21,Aston Villa,West Brom
2021355,2020-21,Crystal Palace,Aston Villa
2021367,2020-21,Spurs,Aston Villa
2021370,2020-21,Aston Villa,Chelsea
202127,2020-21,West Brom,Chelsea
202137,2020-21,Southampton,West Brom
202148,2020-21,West Brom,Burnley
202177,2020-21,West Brom,Spurs
2021107,2020-21,West Brom,Crystal Palace
2021116,2020-21,Newcastle,West Brom
2021168,2020-21,West Brom,Arsenal
2021227,2020-21,Spurs,West Brom
2021242,2020-21,Burnley,West Brom
2021267,2020-21,West Brom,Newcastle
2021270,2020-21,Crystal Palace,West Brom
2021291,2020-21,Chelsea,West Brom
2021307,2020-21,West Brom,Southampton
2021339,2020-21,Arsenal,West Brom
2021106,2020-21,Spurs,Arsenal
2021109,2020-21,Arsenal,Burnley
2021119,2020-21,Arsenal,Southampton
2021139,2020-21,Arsenal,Chelsea
2021169,2020-21,Arsenal,Crystal Palace
2021179,2020-21,Arsenal,Newcastle
2021197,2020-21,Southampton,Arsenal
21221,2021-22,Brentford,Arsenal
2223252,2022-23,Aston Villa,Crystal Palace
2223262,2022-23,Crystal Palace,Man City
2223285,2022-23,Crystal Palace,Leicester
2223348,2022-23,Spurs,Crystal Palace
2223363,2022-23,Fulham,Crystal Palace
2223375,2022-23,Crystal Palace,Nott'm Forest
222359,2022-23,Spurs,Fulham
222378,2022-23,Nott'm Forest,Fulham
222384,2022-23,Fulham,Newcastle
2223116,2022-23,Fulham,Aston Villa
2223145,2022-23,Man City,Fulham
2223165,2022-23,Crystal Palace,Fulham
2223188,2022-23,Leicester,Fulham
222364,2022-23,Fulham,Chelsea
2223197,2022-23,Newcastle,Fulham
2223204,2022-23,Fulham,Spurs
2223214,2022-23,Chelsea,Fulham
2223224,2022-23,Fulham,Nott'm Forest
2223321,2022-23,Aston Villa,Fulham
2223336,2022-23,Fulham,Man City
2223343,2022-23,Fulham,Leicester
20211,2020-21,Crystal Palace,Southampton
202117,2020-21,Southampton,Spurs
202120,2020-21,Burnley,Southampton
202139,2020-21,Chelsea,Southampton
202176,2020-21,Southampton,Newcastle
2021225,2020-21,Newcastle,Southampton
2021246,2020-21,Southampton,Chelsea
2021297,2020-21,Southampton,Burnley
2021286,2020-21,Spurs,Southampton
2021317,2020-21,Southampton,Crystal Palace
22237,2022-23,Newcastle,Nott'm Forest
222338,2022-23,Nott'm Forest,Spurs
222349,2022-23,Man City,Nott'm Forest
222386,2022-23,Leicester,Nott'm Forest
222399,2022-23,Nott'm Forest,Aston Villa
2223157,2022-23,Nott'm Forest,Crystal Palace
2223177,2022-23,Nott'm Forest,Chelsea
2223198,2022-23,Nott'm Forest,Leicester
2223238,2022-23,Nott'm Forest,Man City
2223269,2022-23,Spurs,Nott'm Forest
2223278,2022-23,Nott'm Forest,Newcastle
2223291,2022-23,Aston Villa,Nott'm Forest
2223354,2022-23,Chelsea,Nott'm Forest
2223365,2022-23,Man City,Chelsea
222335,2022-23,Chelsea,Leicester
222379,2022-23,Spurs,Leicester
2223105,2022-23,Leicester,Crystal Palace
2223137,2022-23,Leicester,Man City
2223168,2022-23,Leicester,Newcastle
2223211,2022-23,Aston Villa,Leicester
2223226,2022-23,Leicester,Spurs
2223266,2022-23,Leicester,Chelsea
222366,2022-23,Leicester,Aston Villa
2223305,2022-23,Man City,Leicester
2223366,2022-23,Newcastle,Leicester
222357,2022-23,Newcastle,Crystal Palace
2223128,2022-23,Spurs,Newcastle
2223140,2022-23,Newcastle,Aston Villa
2223156,2022-23,Newcastle,Chelsea
2223203,2022-23,Crystal Palace,Newcastle
2223257,2022-23,Man City,Newcastle
2223301,2022-23,Aston Villa,Newcastle
2223320,2022-23,Newcastle,Spurs
2223374,2022-23,Chelsea,Newcastle
2021261,2020-21,Burnley,Arsenal
2021269,2020-21,Arsenal,Spurs
2021335,2020-21,Newcastle,Arsenal
2021354,2020-21,Chelsea,Arsenal
2021362,2020-21,Crystal Palace,Arsenal
2223228,2022-23,Man City,Aston Villa
2223284,2022-23,Chelsea,Aston Villa
2223352,2022-23,Aston Villa,Spurs
2021218,2020-21,Spurs,Chelsea
2021257,2020-21,Spurs,Burnley
2021266,2020-21,Spurs,Crystal Palace
2021296,2020-21,Newcastle,Spurs
2122308,2021-22,Spurs,Newcastle
2122332,2021-22,Brentford,Spurs
222315,2022-23,Chelsea,Spurs
2223178,2022-23,Spurs,Aston Villa
2223185,2022-23,Crystal Palace,Spurs
222368,2022-23,Man City,Spurs
2223219,2022-23,Spurs,Man City
2223249,2022-23,Spurs,Chelsea
202126,2020-21,Spurs,Newcastle
202136,2020-21,Newcastle,Burnley
202185,2020-21,Newcastle,Chelsea
202192,2020-21,Crystal Palace,Newcastle
2021217,2020-21,Newcastle,Crystal Palace
2021231,2020-21,Chelsea,Newcastle
2021300,2020-21,Burnley,Newcastle
212277,2021-22,Newcastle,Spurs
212285,2021-22,Crystal Palace,Newcastle
212296,2021-22,Newcastle,Chelsea
2122116,2021-22,Newcastle,Brentford
2122175,2021-22,Newcastle,Man City
2122262,2021-22,Brentford,Newcastle
2122284,2021-22,Chelsea,Newcastle
2122296,2021-22,Newcastle,Crystal Palace
2122359,2021-22,Man City,Newcastle
222328,2022-23,Newcastle,Man City
202131,2020-21,Chelsea,Crystal Palace
202160,2020-21,Burnley,Chelsea
202191,2020-21,Chelsea,Spurs
2021201,2020-21,Chelsea,Burnley
2021301,2020-21,Crystal Palace,Chelsea
21223,2021-22,Chelsea,Crystal Palace
212248,2021-22,Spurs,Chelsea
212253,2021-22,Chelsea,Man City
212273,2021-22,Brentford,Chelsea
2122215,2021-22,Man City,Chelsea
2122223,2021-22,Chelsea,Spurs
2122254,2021-22,Crystal Palace,Chelsea
2122303,2021-22,Chelsea,Brentford
202180,2020-21,Burnley,Crystal Palace
2021110,2020-21,Crystal Palace,Spurs
2021232,2020-21,Crystal Palace,Burnley
202152,2020-21,Burnley,Spurs
222322,2022-23,Crystal Palace,Aston Villa
222351,2022-23,Aston Villa,Man City
2223101,2022-23,Aston Villa,Chelsea
222383,2022-23,Crystal Palace,Chelsea
2223184,2022-23,Chelsea,Man City
2223194,2022-23,Chelsea,Crystal Palace
212210,2021-22,Spurs,Man City
212295,2021-22,Man City,Crystal Palace
2122192,2021-22,Brentford,Man City
2122238,2021-22,Man City,Brentford
2122257,2021-22,Man City,Spurs
2122285,2021-22,Crystal Palace,Man City
222337,2022-23,Man City,Crystal Palace
212234,2021-22,Crystal Palace,Spurs
2122140,2021-22,Spurs,Brentford
2122188,2021-22,Spurs,Crystal Palace
212213,2021-22,Crystal Palace,Brentford
2122241,2021-22,Brentford,Crystal Palace
